"","pond","treat","month","temp","sample","group","family","genus","species","feeding","taxon","abundance","bodymass","biomass"
"142",13,"Cold","Aug",19,"Sediment","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",2,0.000642029750055164,0.000321014875027582
"143",13,"Cold","Aug",19,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",4,0.00142584468165489,0.00142584468165489
"144",14,"Warm","Aug",22.7,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.00172859590779083,0.000432148976947708
"145",15,"Warm","Aug",23.2,"Sediment","Ciliate","Strobiliidae","Strombidium","humile","heterotroph","CiliateStrobiliidaeStrombidiumhumile",3,0.00170968718520765,0.00128226538890574
"146",15,"Warm","Aug",23.2,"Sediment","Ciliate","Strobiliidae","Strombilidium","gyrans","heterotroph","CiliateStrobiliidaeStrombilidiumgyrans",1,0.00153801694904734,0.000384504237261835
"147",16,"Cold","Aug",19.5,"Mid-column","Ciliate","Strobilidiidae","Strobilidium","gyrans","heterotroph","CiliateStrobilidiidaeStrobilidiumgyrans",2,0.00178012116890236,0.00089006058445118
"148",16,"Cold","Aug",19.5,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000490538225308247,0.000122634556327062
"149",17,"Warm","Aug",22.6,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.00172859590779083,0.000432148976947708
"150",19,"Warm","Aug",22.6,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.00172859590779083,0.000432148976947708
"151",20,"Cold","Aug",18.3,"Sediment","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.000629954776891703,0.000157488694222926
"152",20,"Cold","Aug",18.3,"Sediment","Ciliate","Urotrichidae","Urotricha","agilis","heterotroph","CiliateUrotrichidaeUrotrichaagilis",1,0.00320549212456503,0.000801373031141258
"153",20,"Cold","Aug",18.3,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.002451280027841,0.00061282000696025
"154",1,"Warm","Sep",22,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",2,0.00157186315930018,0.00078593157965009
"155",2,"Cold","Sep",17.3,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",3,0.000689368751689319,0.000517026563766989
"156",2,"Cold","Sep",17.3,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",2,0.000722764754261604,0.000361382377130802
"157",2,"Cold","Sep",17.3,"Mid-column","Ciliate","Urotrichidae","Urotricha","agilis","heterotroph","CiliateUrotrichidaeUrotrichaagilis",3,0.00274985507377599,0.00206239130533199
"158",2,"Cold","Sep",17.3,"Sediment","Ciliate","Strombidiidae","Strombidium","gyrans","heterotroph","CiliateStrombidiidaeStrombidiumgyrans",4,0.00172871685910799,0.00172871685910799
"159",2,"Cold","Sep",17.3,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.00176209942264504,0.00044052485566126
"160",3,"Cold","Sep",17.5,"Sediment","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.00172859590779083,0.000432148976947708
"161",4,"Warm","Sep",22.4,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.00285747486798077,0.000714368716995193
"162",4,"Warm","Sep",22.4,"Sediment","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.000629954776891703,0.000157488694222926
"163",5,"Cold","Sep",18,"Mid-column","Ciliate","Urotrichidae","Urotricha","agilis","heterotroph","CiliateUrotrichidaeUrotrichaagilis",1,0.00351242625041953,0.000878106562604883
"164",6,"Warm","Sep",21.4,"Sediment","Ciliate","Urotrichidae","Urotricha","agilis","heterotroph","CiliateUrotrichidaeUrotrichaagilis",1,0.00140497050016781,0.000351242625041952
"165",10,"Cold","Sep",17.5,"Surface","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.000629954776891703,0.000157488694222926
"166",10,"Cold","Sep",17.5,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000355596872459829,8.88992181149573e-05
"167",12,"Warm","Sep",21,"Surface","Ciliate","Strobilidiidae","Strobilidium","gyrans","heterotroph","CiliateStrobilidiidaeStrobilidiumgyrans",1,0.00140497050016781,0.000351242625041952
"168",14,"Warm","Sep",19.3,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",2,0.00343969419169872,0.00171984709584936
"169",14,"Warm","Sep",19.3,"Sediment","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.000629954776891703,0.000157488694222926
"170",15,"Warm","Sep",19,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",2,0.00324363210657716,0.00162181605328858
"171",15,"Warm","Sep",19,"Sediment","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.00258029476614842,0.000645073691537105
"172",16,"Cold","Sep",14,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",3,0.00163070597510008,0.00122302948132506
"173",16,"Cold","Sep",14,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000604756585816035,0.000151189146454009
"174",16,"Cold","Sep",14,"Sediment","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.00108856185446886,0.000272140463617215
"175",16,"Cold","Sep",14,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000580566322383394,0.000145141580595848
"176",17,"Warm","Sep",18.1,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.0050799553208547,0.00126998883021368
"177",17,"Warm","Sep",18.1,"Sediment","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",2,0.00100202118703859,0.000501010593519293
"178",19,"Warm","Sep",22.2,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.000629954776891703,0.000157488694222926
"179",20,"Cold","Sep",17.5,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.000533193723161138,0.000133298430790285
"180",20,"Cold","Sep",17.5,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",3,0.00164767947660865,0.00123575960745648
"181",6,"Warm","Oct",19,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",4,0.000506997683718873,0.000506997683718873
"182",13,"Cold","Oct",15.7,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",5,0.000596467388879783,0.000745584236099729
"183",14,"Warm","Oct",18.7,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",4,0.000625398943945222,0.000625398943945222
"184",17,"Warm","Oct",19.2,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",3,0.000544428756622075,0.000408321567466557
"185",17,"Warm","Oct",19.2,"Sediment","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",5,0.000600910333930245,0.000751137917412806
"186",17,"Warm","Oct",19.2,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",3,0.000977085057150108,0.000732813792862581
"187",18,"Cold","Oct",15.8,"Surface","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",8,0.00170288871325544,0.00340577742651087
"188",19,"Warm","Oct",19,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.000629954776891703,0.000157488694222926
"189",1,"Warm","Nov",11.2,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000629954776891703,0.000157488694222926
"190",2,"Cold","Nov",7.9,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",2,0.000308788712717667,0.000154394356358834
"191",3,"Cold","Nov",8,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000469210476381801,0.00011730261909545
"192",4,"Warm","Nov",13,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000681359086686066,0.000170339771671516
"193",5,"Cold","Nov",8,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",2,0.000347956780925686,0.000173978390462843
"194",6,"Warm","Nov",12.2,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000580566322383394,0.000145141580595848
"195",7,"Cold","Nov",8,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",6,0.000375090193075965,0.000562635289613948
"196",7,"Cold","Nov",8,"Surface","Ciliate","Strombidiidae","Strombidium","gyrans","heterotroph","CiliateStrombidiidaeStrombidiumgyrans",2,0.000655656931788884,0.000327828465894442
"197",8,"Warm","Nov",13.2,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000629954776891703,0.000157488694222926
"198",9,"Warm","Nov",12.5,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000629954776891703,0.000157488694222926
"199",10,"Cold","Nov",7.9,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",2,0.000339893359781472,0.000169946679890736
"200",11,"Cold","Nov",8,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",3,0.000279881347915661,0.000209911010936746
"201",11,"Cold","Nov",8,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",2,0.000630458740713216,0.000315229370356608
"202",12,"Warm","Nov",12.9,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",3,0.000566065603359049,0.000424549202519287
"203",13,"Cold","Nov",8,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.000322536845768552,8.0634211442138e-05
"204",13,"Cold","Nov",8,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000426716246951794,0.000106679061737948
"205",14,"Warm","Nov",13,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",5,0.000650718086338054,0.000813397607922567
"206",15,"Warm","Nov",13,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",6,0.000622717856414771,0.000934076784622157
"207",16,"Cold","Nov",7.7,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",2,0.000347956780925686,0.000173978390462843
"208",17,"Warm","Nov",13,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",4,0.000513992701561479,0.000513992701561479
"209",18,"Cold","Nov",8,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.000322536845768552,8.0634211442138e-05
"210",19,"Warm","Nov",12.7,"Mid-column","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",4,0.000908878593546489,0.000908878593546489
"211",20,"Cold","Nov",8,"Mid-column","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",3,0.000346297060073502,0.000259722795055127
"212",5,"Cold","Dec",0.2,"Sediment","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.00108856185446886,0.000272140463617215
"213",7,"Cold","Dec",0.2,"Surface","Ciliate","Strombidiidae","Strombidium","gyrans","heterotroph","CiliateStrombidiidaeStrombidiumgyrans",1,0.000629954776891703,0.000157488694222926
"214",11,"Cold","Dec",0.2,"Surface","Ciliate","Strombidiidae","Strombidium","gyrans","heterotroph","CiliateStrombidiidaeStrombidiumgyrans",1,0.000409783062548945,0.000102445765637236
"215",1,"Warm","Jan",8.4,"Sediment","Ciliate","Strombilididae","Strombilidium","gyrans","heterotroph","CiliateStrombilididaeStrombilidiumgyrans",1,0.00040317105721069,0.000100792764302672
"216",8,"Warm","Jan",13.7,"Sediment","Ciliate","Strombilidiidae","Strombilidium","gyrans","heterotroph","CiliateStrombilidiidaeStrombilidiumgyrans",1,0.00463646715792294,0.00115911678948074
"217",9,"Warm","Jan",9.3,"Sediment","Ciliate","Strobilidiidae","Strombilidium","humile","heterotroph","CiliateStrobilidiidaeStrombilidiumhumile",1,0.000629954776891703,0.000157488694222926
"218",10,"Cold","Jan",13.4,"Sediment","Ciliate","Strombidiidae","Strombidium","humile","heterotroph","CiliateStrombidiidaeStrombidiumhumile",1,0.000629954776891703,0.000157488694222926
"219",20,"Cold","Jan",11.5,"Mid-column","Ciliate","Strobilidiidae","Strobilidium","gyrans","heterotroph","CiliateStrobilidiidaeStrobilidiumgyrans",5,0.000515502577170733,0.000644378221463416
"220",20,"Cold","Jan",11.5,"Surface","Ciliate","Strobilidiidae","Strobilidium","gyrans","heterotroph","CiliateStrobilidiidaeStrobilidiumgyrans",3,0.000260529137169548,0.000195396852877161
"221",1,"Warm","Feb",13.4,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",10,0.00470062779996745,0.0117515694999186
"222",1,"Warm","Feb",13.4,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",12,0.589877873767003,1.76963362130101
"223",1,"Warm","Feb",13.4,"Mid-column","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",1,0.0170339771671517,0.00425849429178793
"224",1,"Warm","Feb",13.4,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.812792851336751,0.203198212834188
"225",1,"Warm","Feb",13.4,"Mid-column","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",2,0.00597447094548805,0.00298723547274403
"226",1,"Warm","Feb",13.4,"Sediment","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",6,0.00280191117677951,0.00420286676516927
"227",1,"Warm","Feb",13.4,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",13,0.00537878260714344,0.0174810434732162
"228",1,"Warm","Feb",13.4,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",1,0.181426975744811,0.0453567439362028
"229",1,"Warm","Feb",13.4,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",5,0.1203056064614,0.15038200807675
"230",1,"Warm","Feb",13.4,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",6,0.00473047992894685,0.00709571989342028
"231",1,"Warm","Feb",13.4,"Surface","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.594372915237574,0.148593228809393
"232",2,"Cold","Feb",8,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",15,0.00560558286717551,0.0210209357519082
"233",2,"Cold","Feb",8,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.211916786946369,0.105958393473184
"234",2,"Cold","Feb",8,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",13,0.0081347700160768,0.0264380025522496
"235",2,"Cold","Feb",8,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",2,0.361307790485218,0.180653895242609
"236",2,"Cold","Feb",8,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.367389625883241,0.0918474064708102
"237",2,"Cold","Feb",8,"Sediment","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",3,0.0525892698486109,0.0394419523864582
"238",2,"Cold","Feb",8,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",8,0.00731601759871841,0.0146320351974368
"239",2,"Cold","Feb",8,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",3,0.0774523988976665,0.0580892991732499
"240",3,"Cold","Feb",8.9,"Mid-column","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",7,0.242484456238661,0.424347798417657
"241",3,"Cold","Feb",8.9,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",8,0.486923328093999,0.973846656187997
"242",3,"Cold","Feb",8.9,"Mid-column","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",48,0.015103432876804,0.181241194521648
"243",3,"Cold","Feb",8.9,"Mid-column","Meiofauna","Gastrotricha","unknown","unknown","heterotroph","MeiofaunaGastrotrichaunknownunknown",3,0.0625482803525123,0.0469112102643842
